imagepath,xmlpath,xmin,xmax,ymin,ymax
./dataset/AP17.jpg,./dataset\AP17.xml,106,180,340,355
./dataset/AP18.jpg,./dataset\AP18.xml,105,163,114,129
./dataset/AP19.jpg,./dataset\AP19.xml,98,158,341,357
./dataset/AP2.jpg,./dataset\AP2.xml,95,141,48,59
./dataset/AP20.jpg,./dataset\AP20.xml,100,165,261,275
./dataset/AP21.jpg,./dataset\AP21.xml,120,229,99,129
./dataset/AP22.jpg,./dataset\AP22.xml,74,172,229,248
./dataset/AP23.jpg,./dataset\AP23.xml,78,136,223,234
./dataset/AP24.jpg,./dataset\AP24.xml,90,183,265,285
./dataset/AP25.jpg,./dataset\AP25.xml,90,173,250,267
./dataset/AP26.jpg,./dataset\AP26.xml,96,179,45,63
./dataset/AP27.jpg,./dataset\AP27.xml,98,174,197,216
./dataset/AP29.jpg,./dataset\AP29.xml,105,183,1,16
./dataset/AP3.jpg,./dataset\AP3.xml,175,249,273,320
./dataset/AP30.jpg,./dataset\AP30.xml,90,173,276,292
./dataset/AP33.jpg,./dataset\AP33.xml,98,182,231,251
./dataset/AP34.jpg,./dataset\AP34.xml,98,183,7,22
./dataset/AP39.jpg,./dataset\AP39.xml,94,167,157,172
./dataset/AP4.jpg,./dataset\AP4.xml,111,171,138,150
./dataset/AP40.jpg,./dataset\AP40.xml,76,169,233,253
./dataset/AP41.jpg,./dataset\AP41.xml,79,190,265,290
./dataset/AP42.jpg,./dataset\AP42.xml,115,184,94,110
./dataset/AP43.jpg,./dataset\AP43.xml,110,198,322,344
./dataset/AP44.jpg,./dataset\AP44.xml,95,159,251,270
./dataset/AP45.jpg,./dataset\AP45.xml,98,182,231,263
./dataset/AP46.jpg,./dataset\AP46.xml,74,180,262,287
./dataset/AP5.jpg,./dataset\AP5.xml,93,155,163,179
./dataset/AP6.jpg,./dataset\AP6.xml,98,176,221,239
./dataset/AP7.jpg,./dataset\AP7.xml,79,158,223,240
./dataset/AP8.jpg,./dataset\AP8.xml,100,172,220,237
./dataset/AR1.jpg,./dataset\AR1.xml,99,156,110,122
./dataset/AR10.jpg,./dataset\AR10.xml,34,88,171,188
./dataset/AR11.jpg,./dataset\AR11.xml,26,217,415,447
./dataset/AR12.jpg,./dataset\AR12.xml,110,176,136,151
./dataset/AR13.jpg,./dataset\AR13.xml,93,180,35,56
./dataset/AR2.jpg,./dataset\AR2.xml,114,175,162,176
./dataset/AR3.jpg,./dataset\AR3.xml,54,97,234,261
./dataset/AR4.jpg,./dataset\AR4.xml,95,191,270,290
./dataset/AR6.jpg,./dataset\AR6.xml,129,198,161,183
./dataset/AR7.jpg,./dataset\AR7.xml,86,163,57,75
./dataset/AR8.jpg,./dataset\AR8.xml,32,73,299,316
./dataset/AR9.jpg,./dataset\AR9.xml,99,188,267,286
./dataset/AS1.jpg,./dataset\AS1.xml,143,216,251,271
./dataset/AS10.jpg,./dataset\AS10.xml,99,177,358,379
./dataset/AS11.jpg,./dataset\AS11.xml,80,120,94,104
./dataset/AS13.jpg,./dataset\AS13.xml,120,170,111,122
./dataset/AS14.jpg,./dataset\AS14.xml,42,91,159,170
./dataset/AS15.jpg,./dataset\AS15.xml,86,177,274,293
./dataset/AS16.jpg,./dataset\AS16.xml,80,172,240,261
./dataset/AS17.jpg,./dataset\AS17.xml,89,182,250,268
./dataset/AS18.jpg,./dataset\AS18.xml,95,148,219,233
./dataset/AS19.jpg,./dataset\AS19.xml,84,168,247,269
./dataset/AS2.jpg,./dataset\AS2.xml,99,189,249,268
./dataset/AS20.jpg,./dataset\AS20.xml,51,114,124,152
./dataset/AS21.jpg,./dataset\AS21.xml,112,181,190,206
./dataset/AS22.jpg,./dataset\AS22.xml,101,166,280,298
./dataset/AS23.jpg,./dataset\AS23.xml,81,179,76,102
./dataset/AS24.jpg,./dataset\AS24.xml,90,183,343,366
./dataset/AS25.jpg,./dataset\AS25.xml,96,166,144,162
./dataset/AS26.jpg,./dataset\AS26.xml,106,168,135,149
./dataset/AS3.jpg,./dataset\AS3.xml,71,122,139,165
./dataset/AS5.jpg,./dataset\AS5.xml,94,189,316,346
./dataset/AS6.jpg,./dataset\AS6.xml,17,68,154,176
./dataset/AS7.jpg,./dataset\AS7.xml,61,128,217,245
./dataset/AS8.jpg,./dataset\AS8.xml,97,164,242,258
./dataset/AS9.jpg,./dataset\AS9.xml,100,172,135,151
./dataset/b117ba53-d563-49c2-806b-343666616815___new_Maruti-Suzuki-recalls-75419-Baleno-cars-1961-DZire-cars-only-AGS-variant-Motown-India-Bureau-2-810.jpg.jpeg,./dataset\b117ba53-d563-49c2-806b-343666616815___new_Maruti-Suzuki-recalls-75419-Baleno-cars-1961-DZire-cars-only-AGS-variant-Motown-India-Bureau-2-810.jpg.xml,119,216,116,145
./dataset/b176b317-68a9-4c38-ac39-55e5244c9b9c___60653.jpg.jpeg,./dataset\b176b317-68a9-4c38-ac39-55e5244c9b9c___60653.jpg.xml,456,785,105,234
./dataset/b266759c-f9e9-47c1-9042-4c7aef7d441d___1711769d1514801394t-toyota-innova-crysta-2-4-gx-ownership-review-edit-10-000-km-service-done-vs.jpg.jpeg,./dataset\b266759c-f9e9-47c1-9042-4c7aef7d441d___1711769d1514801394t-toyota-innova-crysta-2-4-gx-ownership-review-edit-10-000-km-service-done-vs.jpg.xml,125,185,122,156
./dataset/b3e82163-400b-4211-bb99-a5b53fb13a25___new_IMG_8883.jpg.jpeg,./dataset\b3e82163-400b-4211-bb99-a5b53fb13a25___new_IMG_8883.jpg.xml,43,180,52,85
./dataset/b4eb91cd-3e77-40c2-bbe6-13d42f2ea4ba___INNOVA_Euro_Number_Plates.jpg.jpeg,./dataset\b4eb91cd-3e77-40c2-bbe6-13d42f2ea4ba___INNOVA_Euro_Number_Plates.jpg.xml,162,339,151,193
./dataset/b5b41a4b-8913-4af6-9419-ac6398d266b0___161893107_2_1000x700_innava-with-fancy-number-upload-photos.jpg.jpeg,./dataset\b5b41a4b-8913-4af6-9419-ac6398d266b0___161893107_2_1000x700_innava-with-fancy-number-upload-photos.jpg.xml,127,261,247,293
./dataset/b78259be-7ef5-4499-b9a2-2b8a37660e8b___Maruti-Suzuki-Celerio-Front-Number-Plates-Design.jpg.jpeg,./dataset\b78259be-7ef5-4499-b9a2-2b8a37660e8b___Maruti-Suzuki-Celerio-Front-Number-Plates-Design.jpg.xml,325,691,288,371
./dataset/b78553c7-977e-49a2-b3d2-42825d83c8b0___1557297d1474517501-toyota-innova-crysta-official-review-20160920_191445.jpg.jpeg,./dataset\b78553c7-977e-49a2-b3d2-42825d83c8b0___1557297d1474517501-toyota-innova-crysta-official-review-20160920_191445.jpg.xml,56,220,199,276
./dataset/b79f870d-15c7-48e3-8874-7c0e53e29f75___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_754eab882b8290b29a0454dd45580a39_555X416_1 - Copy (2).jpg,./dataset\b79f870d-15c7-48e3-8874-7c0e53e29f75___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_754eab882b8290b29a0454dd45580a39_555X416_1 - Copy (2).xml,72,127,127,149
./dataset/b79f870d-15c7-48e3-8874-7c0e53e29f75___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_754eab882b8290b29a0454dd45580a39_555X416_1 - Copy (3).jpg,./dataset\b79f870d-15c7-48e3-8874-7c0e53e29f75___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_754eab882b8290b29a0454dd45580a39_555X416_1 - Copy (3).xml,237,288,109,126
./dataset/b79f870d-15c7-48e3-8874-7c0e53e29f75___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_754eab882b8290b29a0454dd45580a39_555X416_1 - Copy.jpg,./dataset\b79f870d-15c7-48e3-8874-7c0e53e29f75___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_754eab882b8290b29a0454dd45580a39_555X416_1 - Copy.xml,54,123,135,157
./dataset/b79f870d-15c7-48e3-8874-7c0e53e29f75___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_754eab882b8290b29a0454dd45580a39_555X416_1.jpg,./dataset\b79f870d-15c7-48e3-8874-7c0e53e29f75___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_754eab882b8290b29a0454dd45580a39_555X416_1.xml,115,178,123,145
./dataset/b7fd8aaa-8621-449f-b99c-f45778f1a25c___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_1208485d1392541449-nissan-terrano-official-review-img_20140215_181507.jpg,./dataset\b7fd8aaa-8621-449f-b99c-f45778f1a25c___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_1208485d1392541449-nissan-terrano-official-review-img_20140215_181507.xml,239,416,799,893
./dataset/b9467810-4022-4cf5-87e7-fed0d63c8e2f___new_1658240d1500548920-close-look-2017-skoda-octavia-facelift-hands-free-parking-front-bumper.jpg.jpeg,./dataset\b9467810-4022-4cf5-87e7-fed0d63c8e2f___new_1658240d1500548920-close-look-2017-skoda-octavia-facelift-hands-free-parking-front-bumper.jpg.xml,163,334,130,175
./dataset/ba457a81-cf10-4879-8e8f-3a0a8d10689a___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_hqdefault.jpg,./dataset\ba457a81-cf10-4879-8e8f-3a0a8d10689a___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_hqdefault.xml,181,281,202,223
./dataset/bb210ab4-795c-4b2b-9b6e-4597cbc67375___White-2BPlate.jpeg,./dataset\bb210ab4-795c-4b2b-9b6e-4597cbc67375___White-2BPlate.xml,164,274,223,247
./dataset/bb767d81-73b4-4c47-b619-7efde490b199___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_oem-name0 - Copy.jpg,./dataset\bb767d81-73b4-4c47-b619-7efde490b199___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_oem-name0 - Copy.xml,60,104,206,217
./dataset/bb767d81-73b4-4c47-b619-7efde490b199___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_oem-name0.jpg,./dataset\bb767d81-73b4-4c47-b619-7efde490b199___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_oem-name0.xml,254,375,255,288
./dataset/bbf22d00-3dd6-4338-b701-264e0c0c0aff___Maruti-Swift-DZire-Photos-1.jpg.jpeg,./dataset\bbf22d00-3dd6-4338-b701-264e0c0c0aff___Maruti-Swift-DZire-Photos-1.jpg.xml,191,388,230,276
./dataset/bcdc8b42-5dd4-48e2-8104-706440524bfe___hqdefault0.jpg.jpeg,./dataset\bcdc8b42-5dd4-48e2-8104-706440524bfe___hqdefault0.jpg.xml,1,465,63,182
./dataset/bd742e42-bacc-430e-b9aa-9df666f5d9b3___kicker-647_010517112446.jpg.jpeg,./dataset\bd742e42-bacc-430e-b9aa-9df666f5d9b3___kicker-647_010517112446.jpg.xml,202,295,214,241
./dataset/bdad5f66-70ad-4241-9a62-bba1123c3486___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_1447945d1449508546t-my-nissan-terrano-85-ps-_img_000000_000000.jpg,./dataset\bdad5f66-70ad-4241-9a62-bba1123c3486___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_1447945d1449508546t-my-nissan-terrano-85-ps-_img_000000_000000.xml,403,458,276,302
./dataset/be483d11-33f0-4c1f-87b6-9844eea28996___1093346d1370435964-take-look-number-plate-photo.jpg.jpeg,./dataset\be483d11-33f0-4c1f-87b6-9844eea28996___1093346d1370435964-take-look-number-plate-photo.jpg.xml,268,389,260,302
./dataset/bff789cd-2d58-4399-a55e-33be55f313e3___IMG_0472.jpg.jpeg,./dataset\bff789cd-2d58-4399-a55e-33be55f313e3___IMG_0472.jpg.xml,272,482,331,384
./dataset/BR10.jpg,./dataset\BR10.xml,112,192,235,255
./dataset/BR11.jpg,./dataset\BR11.xml,77,141,211,225
./dataset/BR12.jpg,./dataset\BR12.xml,106,154,130,141
./dataset/BR13.jpg,./dataset\BR13.xml,97,166,196,213
./dataset/BR14.jpg,./dataset\BR14.xml,21,68,185,223
./dataset/BR15.jpg,./dataset\BR15.xml,77,145,123,165
./dataset/BR16.jpg,./dataset\BR16.xml,43,112,255,285
./dataset/BR17.jpg,./dataset\BR17.xml,90,154,233,250
./dataset/BR18.jpg,./dataset\BR18.xml,91,198,338,360
./dataset/BR3.jpg,./dataset\BR3.xml,112,178,213,228
./dataset/BR4.jpg,./dataset\BR4.xml,37,134,322,351
./dataset/BR5.jpg,./dataset\BR5.xml,100,169,297,311
./dataset/BR6.jpg,./dataset\BR6.xml,122,207,244,265
./dataset/BR7.jpg,./dataset\BR7.xml,99,181,301,316
./dataset/BR8.jpg,./dataset\BR8.xml,99,161,132,145
./dataset/BR9.jpg,./dataset\BR9.xml,168,218,219,240
./dataset/c02b3989-8334-4cf7-b69c-bcd177e209d4___mqdefault.jpg.jpeg,./dataset\c02b3989-8334-4cf7-b69c-bcd177e209d4___mqdefault.jpg.xml,96,226,19,53
./dataset/c03a7106-1fb9-471f-bbb0-2e8f4a29759a___38e7b1109eb976088e1df2f14ac4c08c.jpg - Copy.jpeg,./dataset\c03a7106-1fb9-471f-bbb0-2e8f4a29759a___38e7b1109eb976088e1df2f14ac4c08c.jpg - Copy.xml,85,191,257,285
./dataset/c03a7106-1fb9-471f-bbb0-2e8f4a29759a___38e7b1109eb976088e1df2f14ac4c08c.jpg.jpeg,./dataset\c03a7106-1fb9-471f-bbb0-2e8f4a29759a___38e7b1109eb976088e1df2f14ac4c08c.jpg.xml,38,73,135,153
./dataset/c06d4d42-591f-429e-92b4-20e701f89c14___2014-VW-Polo-facelift-spied-India-rear.jpg.jpeg,./dataset\c06d4d42-591f-429e-92b4-20e701f89c14___2014-VW-Polo-facelift-spied-India-rear.jpg.xml,449,648,717,763
./dataset/c1d91c5e-128b-41d4-9f9d-ebfbef98b597___High_security_n15816.jpg.jpeg,./dataset\c1d91c5e-128b-41d4-9f9d-ebfbef98b597___High_security_n15816.jpg.xml,18,436,141,289
./dataset/c2feb2b7-fbb3-4e1e-ad48-cc8112a1ab3f___Maruti_R3_On_Test.jpg.jpeg,./dataset\c2feb2b7-fbb3-4e1e-ad48-cc8112a1ab3f___Maruti_R3_On_Test.jpg.xml,162,313,213,261
./dataset/c30a1535-9d8f-465e-a7f4-aa726f19f0b1___new-maruti-alto-k10-2_625x300_41414071192.jpg.jpeg,./dataset\c30a1535-9d8f-465e-a7f4-aa726f19f0b1___new-maruti-alto-k10-2_625x300_41414071192.jpg.xml,248,419,376,414
./dataset/c41652d9-19ae-4a7d-8423-230340ac30bc___Skoda_Laura_DSG_Long_Term_Review-125.jpg.jpeg,./dataset\c41652d9-19ae-4a7d-8423-230340ac30bc___Skoda_Laura_DSG_Long_Term_Review-125.jpg.xml,393,595,452,500
./dataset/c48f8704-bc40-462a-a595-445b2f2e63fe___new_77cca4b6f3864b3928824a030ba101d2.jpg.jpeg,./dataset\c48f8704-bc40-462a-a595-445b2f2e63fe___new_77cca4b6f3864b3928824a030ba101d2.jpg.xml,51,185,200,231
./dataset/c795950c-766a-4a2e-9636-62d663d6f06b___62bf1edb36141f114521ec4bb4175579.jpg.jpeg,./dataset\c795950c-766a-4a2e-9636-62d663d6f06b___62bf1edb36141f114521ec4bb4175579.jpg.xml,828,877,294,337
./dataset/c8a79e91-8c48-42d0-9b80-137fd033493c___automakers-number-plates-nitin-gadkari_827x510_61522653557.jpg.jpeg,./dataset\c8a79e91-8c48-42d0-9b80-137fd033493c___automakers-number-plates-nitin-gadkari_827x510_61522653557.jpg.xml,65,158,162,198
./dataset/ca18d733-ec53-49d9-87aa-a9f6c52cc7bb___VW-Polo-GT-TSI-badge-on-the-grille.jpg.jpeg,./dataset\ca18d733-ec53-49d9-87aa-a9f6c52cc7bb___VW-Polo-GT-TSI-badge-on-the-grille.jpg.xml,108,392,226,291
./dataset/car-wbs-AP02BP2454_00000.jpeg,./dataset\car-wbs-AP02BP2454_00000.xml,231,358,189,220
./dataset/car-wbs-CH01AN0001_00000.png,./dataset\car-wbs-CH01AN0001_00000.xml,283,425,240,281
./dataset/car-wbs-DL10CG4693_00000.jpeg,./dataset\car-wbs-DL10CG4693_00000.xml,147,370,100,152
./dataset/car-wbs-DL12C3536_00000.jpeg,./dataset\car-wbs-DL12C3536_00000.xml,1051,2249,934,1307
./dataset/car-wbs-DL3CAY2231_00000.jpeg,./dataset\car-wbs-DL3CAY2231_00000.xml,292,446,219,253
./dataset/car-wbs-DL3CAY9324_00000.jpeg,./dataset\car-wbs-DL3CAY9324_00000.xml,300,486,261,304
./dataset/car-wbs-DL6CM6683_00000.jpg,./dataset\car-wbs-DL6CM6683_00000.xml,92,228,328,397
./dataset/car-wbs-DL6CM6683_00001.jpg,./dataset\car-wbs-DL6CM6683_00001.xml,302,406,363,389
./dataset/car-wbs-DL7CN5617_00000.png,./dataset\car-wbs-DL7CN5617_00000.xml,146,260,181,207
./dataset/car-wbs-DL8CX4850_00000.png,./dataset\car-wbs-DL8CX4850_00000.xml,121,263,198,233
./dataset/car-wbs-GJ03JL0126_00000.png,./dataset\car-wbs-GJ03JL0126_00000.xml,154,246,142,165
./dataset/car-wbs-GJ05JH2501_00000.jpg,./dataset\car-wbs-GJ05JH2501_00000.xml,134,263,237,271
./dataset/car-wbs-GJ05JH2501_00001.jpg,./dataset\car-wbs-GJ05JH2501_00001.xml,126,244,297,330
./dataset/car-wbs-GJW115A1138_00000.jpeg,./dataset\car-wbs-GJW115A1138_00000.xml,156,338,195,246
./dataset/car-wbs-HR11F7575_00000.jpg,./dataset\car-wbs-HR11F7575_00000.xml,186,348,344,385
./dataset/car-wbs-HR26AZ5927_00000.png,./dataset\car-wbs-HR26AZ5927_00000.xml,172,252,193,212
./dataset/car-wbs-HR26BA8008_00000.jpeg,./dataset\car-wbs-HR26BA8008_00000.xml,14,198,33,131
./dataset/car-wbs-HR26BC5514_00000.png,./dataset\car-wbs-HR26BC5514_00000.xml,165,239,202,220
./dataset/car-wbs-HR26BC5514_00001.png,./dataset\car-wbs-HR26BC5514_00001.xml,159,237,221,239
./dataset/car-wbs-HR26BP3543_00000.jpeg,./dataset\car-wbs-HR26BP3543_00000.xml,109,252,145,181
./dataset/car-wbs-HR26BP3543_00001.jpeg,./dataset\car-wbs-HR26BP3543_00001.xml,190,333,265,302
./dataset/car-wbs-HR26BR9044_00000.png,./dataset\car-wbs-HR26BR9044_00000.xml,88,165,110,134
./dataset/car-wbs-HR26BU0380_00000.png,./dataset\car-wbs-HR26BU0380_00000.xml,97,160,186,203
./dataset/car-wbs-HR26CB1900_00000.png,./dataset\car-wbs-HR26CB1900_00000.xml,166,220,222,236
./dataset/car-wbs-HR26CE1485_00000.png,./dataset\car-wbs-HR26CE1485_00000.xml,231,345,280,307
./dataset/car-wbs-HR26CH3604_00000.jpeg,./dataset\car-wbs-HR26CH3604_00000.xml,199,352,135,176
./dataset/car-wbs-HR26CK8571_00000.jpeg,./dataset\car-wbs-HR26CK8571_00000.xml,384,487,215,246
./dataset/car-wbs-HR26CM6005_00000.jpeg,./dataset\car-wbs-HR26CM6005_00000.xml,192,387,226,274
./dataset/car-wbs-HR26CR3302_00000.jpeg,./dataset\car-wbs-HR26CR3302_00000.xml,120,216,115,146
./dataset/car-wbs-HR26CT4063_00000.jpeg,./dataset\car-wbs-HR26CT4063_00000.xml,133,300,305,353
./dataset/car-wbs-HR26CT6702_00000.jpeg,./dataset\car-wbs-HR26CT6702_00000.xml,248,420,378,417
./dataset/car-wbs-HR26CT6702_00001.jpeg,./dataset\car-wbs-HR26CT6702_00001.xml,144,314,165,203
./dataset/car-wbs-HR26CU6799_00000.png,./dataset\car-wbs-HR26CU6799_00000.xml,233,308,155,179
./dataset/car-wbs-HR26DA0471_00000.jpeg,./dataset\car-wbs-HR26DA0471_00000.xml,157,313,228,276
./dataset/car-wbs-HR26DA2330_00000.jpeg,./dataset\car-wbs-HR26DA2330_00000.xml,25,144,207,247
./dataset/car-wbs-HR26DG6167_00000.jpeg,./dataset\car-wbs-HR26DG6167_00000.xml,218,426,146,192
./dataset/car-wbs-HR26U7501_00000.jpeg,./dataset\car-wbs-HR26U7501_00000.xml,352,572,182,307
./dataset/car-wbs-HR51AY9099_00000.jpg,./dataset\car-wbs-HR51AY9099_00000.xml,192,393,513,551
./dataset/car-wbs-HR696969_00000.jpeg,./dataset\car-wbs-HR696969_00000.xml,231,430,254,305
./dataset/car-wbs-HR99BJ6662_00000.jpeg,./dataset\car-wbs-HR99BJ6662_00000.xml,260,730,203,346
./dataset/car-wbs-HR99EX6037_00000.jpeg,./dataset\car-wbs-HR99EX6037_00000.xml,149,343,252,302
./dataset/car-wbs-HRDK0830_00000.jpeg,./dataset\car-wbs-HRDK0830_00000.xml,342,492,241,290
./dataset/car-wbs-KA01CA2555_00000.png,./dataset\car-wbs-KA01CA2555_00000.xml,230,417,121,178
./dataset/car-wbs-KA031351_00000.jpeg,./dataset\car-wbs-KA031351_00000.xml,219,344,316,351
./dataset/car-wbs-KA03MG2784_00000.png,./dataset\car-wbs-KA03MG2784_00000.xml,130,464,169,237
./dataset/car-wbs-KA03NA8385_00000.png,./dataset\car-wbs-KA03NA8385_00000.xml,86,183,141,163
./dataset/car-wbs-KA04MN3622_00000.jpg,./dataset\car-wbs-KA04MN3622_00000.xml,197,370,375,413
./dataset/car-wbs-KA05MG1909_00000.png,./dataset\car-wbs-KA05MG1909_00000.xml,95,295,101,190
./dataset/car-wbs-KA18P2987_00000.jpg,./dataset\car-wbs-KA18P2987_00000.xml,1306,1801,1705,1868
./dataset/car-wbs-KA29Z999_00000.jpeg,./dataset\car-wbs-KA29Z999_00000.xml,148,338,222,265
./dataset/car-wbs-KA51MJ8156_00000.png,./dataset\car-wbs-KA51MJ8156_00000.xml,115,254,285,320
./dataset/car-wbs-KL01AX8000_00000.jpeg,./dataset\car-wbs-KL01AX8000_00000.xml,144,302,159,202
./dataset/car-wbs-KL01CA2555_00000.jpeg,./dataset\car-wbs-KL01CA2555_00000.xml,231,418,122,179
./dataset/car-wbs-KL01CC50_00000.png,./dataset\car-wbs-KL01CC50_00000.xml,231,434,81,155
./dataset/car-wbs-KL01KL0KL01_00000.jpeg,./dataset\car-wbs-KL01KL0KL01_00000.xml,57,220,201,276
./dataset/car-wbs-KL04AL4405_00000.jpeg,./dataset\car-wbs-KL04AL4405_00000.xml,144,340,168,210
./dataset/car-wbs-KL05AK3300_00000.jpeg,./dataset\car-wbs-KL05AK3300_00000.xml,337,453,314,347
./dataset/car-wbs-KL07CB8599_00000.jpeg,./dataset\car-wbs-KL07CB8599_00000.xml,213,332,139,167
./dataset/car-wbs-KL10AV6342_00000.jpeg,./dataset\car-wbs-KL10AV6342_00000.xml,142,336,253,304
./dataset/car-wbs-KL10AV6342_00001.jpg,./dataset\car-wbs-KL10AV6342_00001.xml,118,643,216,413
./dataset/car-wbs-KL10AV6633_00000.jpg,./dataset\car-wbs-KL10AV6633_00000.xml,311,670,429,533
./dataset/car-wbs-KL10AW2111_00000.jpeg,./dataset\car-wbs-KL10AW2111_00000.xml,186,336,189,228
./dataset/car-wbs-KL10AW2814_00000.jpeg,./dataset\car-wbs-KL10AW2814_00000.xml,304,673,263,347
./dataset/car-wbs-KL10AW2814_00001.jpeg,./dataset\car-wbs-KL10AW2814_00001.xml,108,421,186,262
./dataset/car-wbs-KL12G7531_00000.jpeg,./dataset\car-wbs-KL12G7531_00000.xml,663,887,239,300
./dataset/car-wbs-KL16J3636_00000.jpeg,./dataset\car-wbs-KL16J3636_00000.xml,160,324,67,108
./dataset/car-wbs-KL20K7561_00000.jpeg,./dataset\car-wbs-KL20K7561_00000.xml,168,324,162,205
./dataset/car-wbs-KL43B2344_00000.jpeg,./dataset\car-wbs-KL43B2344_00000.xml,162,341,72,116
./dataset/car-wbs-KL454455_00000.jpeg,./dataset\car-wbs-KL454455_00000.xml,126,263,7,56
./dataset/car-wbs-KL53E964_00000.jpeg,./dataset\car-wbs-KL53E964_00000.xml,258,484,389,462
./dataset/car-wbs-KL54A2670_00000.png,./dataset\car-wbs-KL54A2670_00000.xml,63,159,87,113
./dataset/car-wbs-KL54H369_00000.jpeg,./dataset\car-wbs-KL54H369_00000.xml,294,546,485,546
./dataset/car-wbs-KL55R2473_00000.jpeg,./dataset\car-wbs-KL55R2473_00000.xml,137,334,157,205
./dataset/car-wbs-KL60N5344_00000.jpeg,./dataset\car-wbs-KL60N5344_00000.xml,16,151,145,177
./dataset/car-wbs-KL60N5344_00001.jpeg,./dataset\car-wbs-KL60N5344_00001.xml,178,313,235,267
./dataset/car-wbs-KL65H4383_00000.jpg,./dataset\car-wbs-KL65H4383_00000.xml,256,696,235,340
./dataset/car-wbs-MH01AE8017_00000.jpeg,./dataset\car-wbs-MH01AE8017_00000.xml,16,434,22,174
./dataset/car-wbs-MH01AR5274_00000.jpeg,./dataset\car-wbs-MH01AR5274_00000.xml,96,199,96,121
./dataset/car-wbs-MH01AV8866_00000.png,./dataset\car-wbs-MH01AV8866_00000.xml,144,252,181,203
./dataset/car-wbs-MH01BU5207_00000.jpeg,./dataset\car-wbs-MH01BU5207_00000.xml,148,382,150,211
./dataset/car-wbs-MH02BM5048_00000.jpeg,./dataset\car-wbs-MH02BM5048_00000.xml,162,316,60,100
./dataset/car-wbs-MH02CB4545_00000.jpeg,./dataset\car-wbs-MH02CB4545_00000.xml,86,257,199,259
./dataset/car-wbs-MH03BS7778_00000.jpeg,./dataset\car-wbs-MH03BS7778_00000.xml,136,389,103,170
./dataset/car-wbs-MH03BS7778_00001.jpeg,./dataset\car-wbs-MH03BS7778_00001.xml,300,554,313,383
./dataset/car-wbs-MH03BS7778_00002.jpeg,./dataset\car-wbs-MH03BS7778_00002.xml,255,472,421,466
./dataset/car-wbs-MH03CB6467_00000.jpg,./dataset\car-wbs-MH03CB6467_00000.xml,82,230,237,270
./dataset/car-wbs-MH04DW8351_00000.jpeg,./dataset\car-wbs-MH04DW8351_00000.xml,129,277,177,213
./dataset/car-wbs-MH06AW8929_00000.jpeg,./dataset\car-wbs-MH06AW8929_00000.xml,28,161,174,231
./dataset/car-wbs-MH06AW8929_00001.jpeg,./dataset\car-wbs-MH06AW8929_00001.xml,192,364,131,179
./dataset/car-wbs-MH12BG7237_00000.png,./dataset\car-wbs-MH12BG7237_00000.xml,54,208,77,112
./dataset/car-wbs-MH12DE1433_00000.png,./dataset\car-wbs-MH12DE1433_00000.xml,157,286,139,185
./dataset/car-wbs-MH12DE1433_00001.jpeg,./dataset\car-wbs-MH12DE1433_00001.xml,168,905,128,314
./dataset/car-wbs-MH12JC2813_00000.jpeg,./dataset\car-wbs-MH12JC2813_00000.xml,136,343,157,205
./dataset/car-wbs-MH12NE8922_00000.png,./dataset\car-wbs-MH12NE8922_00000.xml,49,176,124,161
./dataset/car-wbs-MH14DT8831_00000.jpeg,./dataset\car-wbs-MH14DT8831_00000.xml,30,345,30,109
./dataset/car-wbs-MH14DX9937_00000.png,./dataset\car-wbs-MH14DX9937_00000.xml,226,322,168,205
./dataset/car-wbs-MH14EH5819_00000.jpeg,./dataset\car-wbs-MH14EH5819_00000.xml,298,403,195,226
./dataset/car-wbs-MH14EH7958_00000.jpeg,./dataset\car-wbs-MH14EH7958_00000.xml,229,409,331,373
./dataset/car-wbs-MH14EH7958_00001.jpeg,./dataset\car-wbs-MH14EH7958_00001.xml,78,248,74,112
./dataset/car-wbs-MH14EP4660_00000.jpeg,./dataset\car-wbs-MH14EP4660_00000.xml,103,221,174,204
./dataset/car-wbs-MH14EU3498_00000.jpeg,./dataset\car-wbs-MH14EU3498_00000.xml,63,276,94,146
./dataset/car-wbs-MH15BD8877_00000.png,./dataset\car-wbs-MH15BD8877_00000.xml,97,201,181,209
./dataset/car-wbs-MH20BN3525_00000.jpeg,./dataset\car-wbs-MH20BN3525_00000.xml,112,286,199,239
